model,n,mae_f,rmse_f,bias_f,median_ae_f,p90_ae_f,within_1f,within_2f,within_3f,mae_skill_vs_nbm,month,interval_n,coverage,mean_width_f
NBM,319,2.453605015673981,3.0424839299411004,-1.7219435736677118,2.0999999999999943,4.799999999999997,0.25705329153605017,0.48589341692789967,0.6551724137931034,0.0,7,,,
Ridge residual,319,1.8195916950636348,2.446350365571012,0.44710123820420666,1.5019182165773088,3.7565196067002313,0.3510971786833856,0.64576802507837,0.8432601880877743,0.2584007273217074,7,,,
XGBoost residual,319,1.6138314715934023,2.076051009441799,-0.019645946638711154,1.3306406021118278,3.1885710620880046,0.36363636363636365,0.7084639498432602,0.877742946708464,0.3422610969230926,7,319.0,0.9059561128526645,6.911130518875893
Seasonal climatology,205,11.634280385814613,14.800296743791977,-11.18376314945945,9.370370370370367,25.754208754208754,0.07317073170731707,0.13658536585365855,0.17073170731707318,-2.989007324121083,8,,,
NBM,205,2.916585365853659,3.535858125395705,-2.103902439024391,2.5,5.299999999999997,0.13658536585365855,0.37073170731707317,0.6195121951219512,0.0,8,,,
Ridge residual,205,1.9707639648381905,2.713556211938026,-0.4232182048099408,1.468714215319082,4.406509290927514,0.375609756097561,0.624390243902439,0.8048780487804879,0.3242906626662837,8,,,
XGBoost residual,205,1.8551676692977193,2.546750081742937,0.015213903559414666,1.3804533958435172,3.8007993602752768,0.3804878048780488,0.6439024390243903,0.8292682926829268,0.36392478306400333,8,205.0,0.8536585365853658,6.387593935172736
Seasonal climatology,150,11.40186991869919,13.177853887696017,-11.40186991869919,8.838414634146346,22.149390243902438,0.006666666666666667,0.02666666666666667,0.04666666666666667,-3.2746325613718517,9,,,
NBM,150,2.667333333333334,3.2493589111289833,-2.4113333333333333,2.5999999999999943,5.299999999999997,0.26666666666666666,0.4,0.5866666666666667,0.0,9,,,
Ridge residual,150,1.7485509893154494,2.3540400734333677,-0.31056971821159324,1.3302792321361494,3.2802945912874915,0.36666666666666664,0.64,0.8533333333333334,0.34445726469053406,9,,,
XGBoost residual,150,1.867591091016928,2.3345857731638042,0.44013502264519483,1.6675470352172823,3.489590786695487,0.3,0.62,0.8533333333333334,0.29982838377270904,9,150.0,0.8466666666666667,6.06233432617783
Seasonal climatology,160,5.440104166666669,7.287105716415965,0.13958333333333145,4.041666666666671,13.375,0.1375,0.2875,0.375,-1.212548720555839,10,,,
NBM,160,2.4587499999999998,3.1541242841714405,-2.0175,2.0,4.700000000000003,0.21875,0.50625,0.7,0.0,10,,,
Ridge residual,160,1.4620861773895732,2.0017096361487394,0.13670791233011198,1.1264308299801797,3.064430388083062,0.46875,0.75,0.8875,0.40535386786392547,10,,,
XGBoost residual,160,1.4950536921457385,2.028576553386979,0.20267924150684835,1.0755890667438521,2.900182499885561,0.4625,0.725,0.90625,0.3919456259702131,10,160.0,0.90625,6.8504332952024445
Seasonal climatology,150,5.538666666666666,7.440728757618063,2.100000000000001,4.266666666666666,11.93999999999999,0.16,0.31333333333333335,0.4066666666666667,-1.2588363240891791,11,,,
NBM,150,2.4519999999999995,3.0008221095781957,-1.4306666666666665,2.200000000000003,4.700000000000003,0.22666666666666666,0.46,0.7,0.0,11,,,
Ridge residual,150,1.7057038356888776,2.3158942936153024,0.26171449418083154,1.3827040239248092,3.6949511286046715,0.35333333333333333,0.6933333333333334,0.8533333333333334,0.30436222035527005,11,,,
XGBoost residual,150,1.5972987419664852,2.279550773249075,0.1202435760796089,1.0582295954227483,3.245094271302227,0.44666666666666666,0.74,0.8666666666666667,0.3485731068652179,11,150.0,0.88,6.356912525236612
Seasonal climatology,160,5.983064516129032,7.612628138824383,1.5088709677419345,4.612903225806448,12.87096774193548,0.06875,0.175,0.3,-1.0702645384529523,12,,,
NBM,160,2.8899999999999997,3.4628925770228562,-1.295,2.5,5.600000000000001,0.16875,0.38125,0.58125,0.0,12,,,
Ridge residual,160,2.1692556808755628,2.94061202027997,0.23945572319232383,1.5636563357071616,5.254581298320595,0.375,0.59375,0.73125,0.2493924979669332,12,,,
XGBoost residual,160,2.2375199360219993,2.928073089810762,0.035470827463431574,1.6684030830860088,4.948290702104562,0.34375,0.56875,0.70625,0.2257716484352943,12,160.0,0.75625,6.689303767221048
