model,n,mae_f,rmse_f,bias_f,median_ae_f,p90_ae_f,within_1f,within_2f,within_3f,mae_skill_vs_nbm,station,interval_n,coverage,mean_width_f
Station blend residual,514,2.0279329285373664,2.752989856365672,0.427697717677425,1.5415397676052933,4.383245515105443,0.3463035019455253,0.6206225680933852,0.7762645914396887,0.21111214314069005,KDEN,514.0,0.8735408560311284,8.596434920051763
Seasonal climatology,514,8.19512844653594,10.37468957621943,-4.278395882091297,6.142857142857139,18.517297297297294,0.04669260700389105,0.11478599221789883,0.188715953307393,-2.9742390994617147,KDFW,,,
NBM,514,2.062062256809339,2.7074870971664775,-0.7892996108949419,1.5499999999999972,4.400000000000006,0.35992217898832685,0.5875486381322957,0.7801556420233463,0.0,KDFW,,,
Ridge residual,514,2.013308816296841,2.607024773365691,0.12581192261580867,1.626010976015678,4.275556564989835,0.3229571984435798,0.5914396887159533,0.7762645914396887,0.02364304974377207,KDFW,514.0,0.8540856031128404,7.6028008834708
XGBoost residual,514,1.8922921805069983,2.5669649684034455,0.2876630940423836,1.43353723138571,4.116815572977063,0.3638132295719844,0.6400778210116731,0.8015564202334631,0.08233023796528272,KDFW,514.0,0.8229571984435797,7.146262981333851
Station blend residual,514,1.8827545046488805,2.5136197955075126,0.2036193125756869,1.515440659124856,4.068848345596397,0.3735408560311284,0.6361867704280155,0.7996108949416343,0.08695554732566824,KDFW,514.0,0.8715953307392996,8.211445475173095
Seasonal climatology,514,5.71294529282003,8.028315954993127,-1.3446199505510914,3.630158730158726,14.7275,0.15953307392996108,0.3132295719844358,0.4377431906614786,-1.0008543748361243,KHOU,,,
NBM,514,2.8552529182879374,3.4975755916713585,-2.259533073929961,2.5,5.5,0.20428015564202334,0.4280155642023346,0.5992217898832685,0.0,KHOU,,,
Ridge residual,514,1.7531200190993748,2.3447371506331685,0.18526704084672646,1.38029426839865,3.6188866917445037,0.3715953307392996,0.6634241245136187,0.8326848249027238,0.3860018466768338,KHOU,514.0,0.8560311284046692,6.918797515444677
XGBoost residual,514,1.5408264940396192,2.180733530186328,0.3922757292813198,1.1141246557235718,3.29045884728431,0.45525291828793774,0.7412451361867705,0.8715953307392996,0.4603537626489749,KHOU,514.0,0.8560311284046692,6.577723567796585
Station blend residual,514,1.5736218973658955,2.1897751086930524,0.37840764021742784,1.1455903697767837,3.4643735005233034,0.45136186770428016,0.7295719844357976,0.867704280155642,0.44886777374892994,KHOU,514.0,0.877431906614786,7.474352806688986
Seasonal climatology,514,8.373771658321772,11.18482668824196,-4.856971461625205,5.889112903225808,20.400000000000006,0.08949416342412451,0.16926070038910507,0.23346303501945526,-4.81323424146055,KLAS,,,
NBM,514,1.440466926070039,1.9042957786151191,-0.6128404669260702,1.1000000000000014,3.0,0.4688715953307393,0.7723735408560312,0.9027237354085603,0.0,KLAS,,,
Ridge residual,514,1.2694937083410671,1.8172286063535714,-0.09924084196415078,0.9052604176927517,2.778216403980063,0.5642023346303502,0.811284046692607,0.9085603112840467,0.11869291452281405,KLAS,514.0,0.8365758754863813,4.561492686073627
XGBoost residual,514,1.1796964690958944,1.7322908161467554,0.04908543107306421,0.7748819766566157,2.6959057295322433,0.5992217898832685,0.8482490272373541,0.9182879377431906,0.18103189476595116,KLAS,514.0,0.8190661478599222,4.353526945531384
Station blend residual,514,1.187863497204713,1.7411415847483278,0.0391390066784448,0.7896300743597635,2.726569596466102,0.6108949416342413,0.8424124513618677,0.9124513618677043,0.1753621858951614,KLAS,514.0,0.8618677042801557,5.017218323396899
Seasonal climatology,514,4.41674271525659,6.21467900096793,-2.656137024425747,3.0131578947368425,10.393513513513515,0.17704280155642024,0.36186770428015563,0.5,-0.19591516390554053,KLAX,,,
NBM,514,3.693190661478599,4.278247850377617,-3.4931906614785992,3.5,6.5,0.0933852140077821,0.2490272373540856,0.42412451361867703,0.0,KLAX,,,
Ridge residual,514,1.685342334710514,2.3245292692349486,-0.2216983297604492,1.2308306440101546,3.584175845631402,0.4143968871595331,0.7042801556420234,0.8560311284046692,0.5436622451450221,KLAX,514.0,0.8501945525291829,6.73264187842285
XGBoost residual,514,1.6396819316408802,2.267168155268413,-0.1388563991006071,1.182536292076108,3.3834913706779473,0.4085603112840467,0.72568093385214,0.867704280155642,0.5560256477567231,KLAX,514.0,0.8715953307392996,6.639969590529508
Station blend residual,514,1.6473536435454474,2.270220678256605,-0.22400590247055388,1.2077275540646255,3.317704672204483,0.39299610894941633,0.7101167315175098,0.857976653696498,0.5539483891996206,KLAX,514.0,0.8871595330739299,7.17842927790501
Seasonal climatology,514,10.17565164258824,12.850703616525426,-2.2695915560233595,8.18139534883721,20.857948717948716,0.05058365758754864,0.11284046692607004,0.16731517509727625,-3.477217038426943,KMDW,,,
NBM,514,2.2727626459143973,2.972245152260524,-1.3369649805447472,1.8499999999999996,4.899999999999999,0.3151750972762646,0.5369649805447471,0.7140077821011673,0.0,KMDW,,,
Ridge residual,514,2.0133156603655404,2.6924790232917375,0.11737982802785356,1.5739230251388285,4.503250843806527,0.33852140077821014,0.5992217898832685,0.7859922178988327,0.11415489691158398,KMDW,514.0,0.8190661478599222,7.169517105897171
XGBoost residual,514,1.8912708116988814,2.5232504680631638,0.18179275416569785,1.4883497645147123,4.005535684973001,0.34824902723735407,0.6439688715953308,0.8093385214007782,0.16785379454440597,KMDW,514.0,0.8424124513618677,7.038015619662485
Station blend residual,514,1.897513342085967,2.53212303802402,0.1633087269246971,1.5213512147721389,3.987921595424475,0.3404669260700389,0.6400778210116731,0.8035019455252919,0.16510712392382565,KMDW,514.0,0.8618677042801557,7.764510722050386
Seasonal climatology,513,3.404397287099476,4.603005115543179,-1.0281910142346675,2.681818181818187,6.968548387096774,0.19883040935672514,0.3840155945419103,0.5516569200779727,-0.3880589797186702,KMIA,,,
NBM,513,2.452631578947369,2.8138753946900534,-2.320857699805068,2.299999999999997,4.200000000000003,0.15789473684210525,0.4152046783625731,0.7134502923976608,0.0,KMIA,,,
Ridge residual,513,1.4804919835516623,1.9179421755722996,-0.2302136495062021,1.1909452061691468,3.066861711654108,0.4191033138401559,0.723196881091618,0.8927875243664717,0.39636592945318505,KMIA,513.0,0.8401559454191033,5.272585826513262
XGBoost residual,513,1.1640203601900363,1.573862704940751,-0.016683865987767065,0.9304347515106315,2.470802090167991,0.5282651072124757,0.8401559454191033,0.9434697855750487,0.5253994239568522,KMIA,513.0,0.847953216374269,4.412504948788916
Station blend residual,513,1.2105680090449646,1.615711306182173,-0.05523159112452964,0.9793133812436565,2.5660277679376007,0.5185185185185185,0.8167641325536062,0.9337231968810916,0.5064207688443279,KMIA,513.0,0.9064327485380117,5.518493404505047
Seasonal climatology,514,10.59531456966934,14.005880815356454,-3.3601594076918353,8.164516129032258,23.522023809523812,0.0622568093385214,0.14007782101167315,0.2140077821011673,-3.6333092469032158,KMSP,,,
NBM,514,2.2867704280155645,2.8842116848112167,-1.1175097276264594,2.0,4.769999999999998,0.2918287937743191,0.5136186770428015,0.7295719844357976,0.0,KMSP,,,
Ridge residual,514,1.9638040034430175,2.6075232276762352,0.22178837073066904,1.476541055696373,4.072288043151131,0.33852140077821014,0.6147859922178989,0.7859922178988327,0.1412325525185376,KMSP,514.0,0.8696498054474708,7.74669769151483
XGBoost residual,514,1.8445345784364455,2.486976103701795,0.2280893222181513,1.5218469023704522,3.7961300980625654,0.36770428015564205,0.6536964980544747,0.8404669260700389,0.19338882651324407,KMSP,514.0,0.8735408560311284,7.358735766077727
Station blend residual,514,1.8253216562019876,2.4605184212911997,0.2516278692355556,1.4195147916040654,3.9356345397734884,0.35797665369649806,0.669260700389105,0.8249027237354085,0.20179059784939468,KMSP,514.0,0.9085603112840467,8.274963018743687
Seasonal climatology,514,5.460032780138348,7.611326624232789,-1.17906645623279,3.483870967741936,14.199324324324323,0.15369649805447472,0.3132295719844358,0.4396887159533074,-1.4726492061595686,KMSY,,,
NBM,514,2.208171206225681,2.7247460881954098,-1.2844357976653697,1.9000000000000057,4.299999999999997,0.28599221789883267,0.5233463035019456,0.7198443579766537,0.0,KMSY,,,
Ridge residual,514,1.7770821029382273,2.3363994815949467,0.12667949524365854,1.4035588049434722,3.723016324769341,0.38715953307393,0.642023346303502,0.8054474708171206,0.19522449259008923,KMSY,514.0,0.8171206225680934,6.2980684478603575
XGBoost residual,514,1.573087882054862,2.119556284789566,0.2834851380785494,1.1443609595298767,3.3245042377710363,0.4455252918287938,0.7062256809338522,0.8696498054474708,0.28760601640863526,KMSY,514.0,0.8463035019455253,5.711910088505263
Station blend residual,514,1.6098105086183934,2.1449668256532224,0.19569313098843422,1.2606707452921881,3.3880734630507487,0.433852140077821,0.7042801556420234,0.8696498054474708,0.27097568155959983,KMSY,514.0,0.8871595330739299,6.693566167745439
Seasonal climatology,514,8.216268726020063,10.827792619853906,-0.7775900631451905,6.441935483870967,17.64806201550388,0.0914396887159533,0.18482490272373542,0.2607003891050584,-2.837842716443395,KNYC,,,
NBM,514,2.140856031128405,2.748986371381079,-0.979377431906615,1.7999999999999972,4.370000000000002,0.3035019455252918,0.5758754863813229,0.7490272373540856,0.0,KNYC,,,
Ridge residual,514,2.0248078734319885,2.5928840611523145,0.2580237220064856,1.6314750431085585,4.221901966151132,0.29571984435797666,0.585603112840467,0.7859922178988327,0.05420642771352058,KNYC,514.0,0.8287937743190662,7.0436329026049895
XGBoost residual,514,1.739989044201644,2.245375865218773,0.25262167242098343,1.490640151500699,3.3803519058227636,0.3463035019455253,0.6536964980544747,0.8540856031128404,0.18724612075641145,KNYC,514.0,0.8365758754863813,6.020455696390298
Station blend residual,514,1.7719670195111983,2.283042373731546,0.2603758827632704,1.4608494124466773,3.4940497830669393,0.3424124513618677,0.6517509727626459,0.8404669260700389,0.17230911665870974,KNYC,514.0,0.8813229571984436,7.112824523575823
Seasonal climatology,514,9.694672262664348,11.95307731352885,-5.425620405312773,8.225000000000001,19.351351351351354,0.058365758754863814,0.10311284046692606,0.15953307392996108,-3.138411712490221,KOKC,,,
NBM,514,2.3426070038910503,2.9380338326092197,-1.2577821011673151,2.0,4.6,0.2801556420233463,0.5214007782101168,0.7198443579766537,0.0,KOKC,,,
Ridge residual,514,2.0920194504654916,2.667206063405822,0.18433209337265222,1.7416394199110101,4.311770592318696,0.30544747081712065,0.5525291828793775,0.7529182879377432,0.10696952284755179,KOKC,514.0,0.8326848249027238,7.600597403261361
XGBoost residual,514,1.9005508621835705,2.549115662922014,0.17804575299315079,1.4438479065895038,4.06245497465133,0.38132295719844356,0.6303501945525292,0.7898832684824902,0.18870264665529823,KOKC,514.0,0.8365758754863813,7.091543513313228
Station blend residual,514,1.9085013853712243,2.5331794459887114,0.16042840363733138,1.4947847138597368,4.101095174749857,0.3638132295719844,0.6284046692607004,0.7859922178988327,0.18530876830760779,KOKC,514.0,0.8813229571984436,8.024366579992192
Seasonal climatology,514,8.576021434861996,11.127465110830117,-1.1443863687251263,6.553571428571427,18.310197368421054,0.07782101167315175,0.16536964980544747,0.24124513618677043,-2.268630444549211,KPHL,,,
NBM,514,2.6237354085603113,3.2107128558626283,-1.9439688715953305,2.299999999999997,5.200000000000003,0.22762645914396887,0.4377431906614786,0.6245136186770428,0.0,KPHL,,,
Ridge residual,514,1.9529213176882365,2.49870235520719,-0.02324195205340662,1.6185364762283498,4.121239381981373,0.3443579766536965,0.5933852140077821,0.7782101167315175,0.25567139456343346,KPHL,514.0,0.8463035019455253,7.2595766259834305
XGBoost residual,514,1.7578258634806558,2.2773680660768547,0.11897617093445749,1.4073569491505609,3.77627051115036,0.35797665369649806,0.6809338521400778,0.830739299610895,0.33002929420950833,KPHL,514.0,0.8599221789883269,6.808140736273295
Station blend residual,514,1.807570468431402,2.337580292027186,0.06633268974661867,1.405879477110517,3.8305225005431325,0.35019455252918286,0.6653696498054474,0.8073929961089494,0.3110698348111074,KPHL,514.0,0.8852140077821011,7.655704632003086
Seasonal climatology,514,7.914928174103964,10.379616831136603,-3.836447559614206,5.915988372093025,17.83333333333333,0.08754863813229571,0.1828793774319066,0.27431906614785995,-3.1790170328602336,KPHX,,,
NBM,514,1.8939688715953307,2.271730343782865,-1.6056420233463033,1.7000000000000028,3.4000000000000057,0.2918287937743191,0.5933852140077821,0.8404669260700389,0.0,KPHX,,,
Ridge residual,514,1.3254772752003272,1.7940860510005208,0.22132627145029618,1.0308251072889192,2.7462100130363307,0.4883268482490272,0.7996108949416343,0.9124513618677043,0.3001588911628472,KPHX,514.0,0.8638132295719845,4.9032617471425795
XGBoost residual,514,1.2403698783904198,1.698636812184879,0.08576990456432566,0.9819318413734521,2.5848373097181407,0.5116731517509727,0.830739299610895,0.9377431906614786,0.345094897285387,KPHX,514.0,0.857976653696498,4.678304461711577
Station blend residual,514,1.2375695764458603,1.6897685888255574,0.13176483811950432,0.9817543096997099,2.5608097468803206,0.5155642023346303,0.8326848249027238,0.9280155642023347,0.3465734336998745,KPHX,514.0,0.8852140077821011,5.185796224305492
Seasonal climatology,514,6.019976203610278,8.511676457436142,-1.6452154067246336,3.80952380952381,15.578947368421055,0.2178988326848249,0.3326848249027237,0.43190661478599224,-2.124576157382291,KSAT,,,
NBM,514,1.9266536964980545,2.489452458042939,-0.5850194552529183,1.5999999999999943,4.069999999999995,0.34824902723735407,0.6303501945525292,0.811284046692607,0.0,KSAT,,,
Ridge residual,514,1.8044159721892847,2.400266811859652,0.1515362850130613,1.3746406979486139,3.745051518941805,0.3540856031128405,0.6556420233463035,0.8151750972762646,0.06344561273826888,KSAT,514.0,0.8599221789883269,7.247049868700602
XGBoost residual,514,1.6945544638155494,2.2884286083078074,0.2259681283656667,1.2752094177529187,3.5661142671108172,0.4182879377431907,0.669260700389105,0.830739299610895,0.12046754074402466,KSAT,514.0,0.8365758754863813,6.906334347640265
Station blend residual,514,1.6895505924275593,2.281100713916092,0.20115108355969955,1.2867142296330272,3.5132386232391735,0.42217898832684825,0.6634241245136187,0.8346303501945526,0.1230647233083253,KSAT,514.0,0.8813229571984436,7.733576836150402
Seasonal climatology,514,6.2866457296391385,8.30543502690936,-1.8731929450363682,5.083333333333336,14.49835164835165,0.11284046692607004,0.2198443579766537,0.31712062256809337,-1.8327657622815088,KSEA,,,
NBM,514,2.219260700389105,2.756848564535619,-1.2768482490272377,2.0,4.200000000000003,0.2607003891050584,0.5116731517509727,0.7334630350194552,0.0,KSEA,,,
Ridge residual,514,1.987021470122024,2.720333503129411,0.3687406317620651,1.5291205846741889,4.383376350067861,0.3560311284046693,0.603112840466926,0.8015564202334631,0.10464711524264025,KSEA,514.0,0.8365758754863813,7.127572472498415
XGBoost residual,514,1.8605732430462052,2.6281746555372147,0.42215974801156597,1.3443518161773653,4.0540314650535665,0.39883268482490275,0.6712062256809338,0.8054474708171206,0.16162475065683402,KSEA,514.0,0.8501945525291829,6.825799053721854
Station blend residual,514,1.8605962474127171,2.622185665702796,0.4681252949971241,1.394805035057054,4.0773523420602,0.39105058365758755,0.669260700389105,0.8171206225680934,0.16161438487758695,KSEA,514.0,0.8715953307392996,7.394272239696071
Seasonal climatology,514,4.524414453599571,6.119849043339028,-1.4074332756642902,3.43888888888889,9.831833616298812,0.17509727626459143,0.2898832684824903,0.45525291828793774,-0.6593285973244236,KSFO,,,
NBM,514,2.7266536964980546,3.494283825800778,-1.372568093385214,2.200000000000003,5.700000000000003,0.23151750972762647,0.4708171206225681,0.6536964980544747,0.0,KSFO,,,
Ridge residual,514,2.391720585057757,3.128815642161261,0.42998430824538686,1.8343563086658534,5.050984613311478,0.2782101167315175,0.5252918287937743,0.7003891050583657,0.12283668874799347,KSFO,514.0,0.7801556420233463,8.27719963114973
XGBoost residual,514,2.3665434157396112,3.1213875797353845,0.616869609985602,1.845693826675415,5.350985126495359,0.29571984435797666,0.5291828793774319,0.7373540856031129,0.1320704133498679,KSFO,514.0,0.7859922178988327,7.915978945417744
Station blend residual,514,2.320334393769654,3.0686363063769226,0.4884174632410446,1.8320706240460822,5.2422298228257915,0.3093385214007782,0.5291828793774319,0.7354085603112841,0.1490175680359599,KSFO,514.0,0.8132295719844358,8.836886758761558
