model,n,mae_f,rmse_f,bias_f,median_ae_f,p90_ae_f,within_1f,within_2f,within_3f,mae_skill_vs_nbm,month,interval_n,coverage,mean_width_f
Seasonal climatology,1200,6.784011386041613,9.593146001746891,-3.5955506478317845,4.5,16.349289099526086,0.12,0.24583333333333332,0.3425,-1.9942671999595172,6,,,
NBM,1200,2.2656666666666667,2.859895102971436,-1.2508333333333332,1.7999999999999972,4.700000000000003,0.29333333333333333,0.545,0.7291666666666666,0.0,6,,,
Ridge residual,1200,1.8983231604710105,2.559327103645666,0.42553459501952284,1.3870276242849684,4.205593682638815,0.36833333333333335,0.6233333333333333,0.7975,0.16213484163409864,6,1200.0,0.8533333333333334,7.023458106260093
XGBoost residual,1200,1.7396211450560175,2.4068198271459855,0.383068680930805,1.3106839537620516,3.8752328467369117,0.3958333333333333,0.6933333333333334,0.8358333333333333,0.23218133953684683,6,1200.0,0.8375,6.430968751017471
Station blend residual,1200,1.7406097474784572,2.3842579840164575,0.4026952019028617,1.3126443911092949,3.7891172806904936,0.39916666666666667,0.6933333333333334,0.8358333333333333,0.23174499890608036,6,1200.0,0.8866666666666667,7.399602305300781
Seasonal climatology,1239,6.508934681358758,10.131558267305351,-3.5211838697385405,4.096774193548384,14.711746031746028,0.14608555286521388,0.27280064568200163,0.3922518159806295,-1.6967296673477685,7,,,
NBM,1239,2.4136400322841,3.0012789848319983,-1.562953995157385,2.0,4.900000000000006,0.2510088781275222,0.5052461662631155,0.6876513317191283,0.0,7,,,
Ridge residual,1239,1.8167649798035437,2.4173989902421695,0.24182456266112073,1.439986675532765,3.829972456286498,0.3704600484261501,0.6432606941081518,0.8175948345439871,0.24729248955807026,7,1239.0,0.8531073446327684,6.798787578826023
XGBoost residual,1239,1.6794848641751998,2.2514346897408277,0.15907968193521116,1.3332464456558313,3.510867815017696,0.3962873284907183,0.6828087167070218,0.8587570621468926,0.3041692871716861,7,1239.0,0.8716707021791767,6.892655064060962
Station blend residual,1239,1.6893123441356848,2.2704018062505225,0.17185621248778196,1.322107155351631,3.4994512337361643,0.3979015334947538,0.6836158192090396,0.8563357546408394,0.300097644412602,7,1239.0,0.8926553672316384,7.478068032093334
Seasonal climatology,1240,6.314745597216982,9.175821684817105,-3.600173385985041,4.022222222222226,15.157142857142874,0.1314516129032258,0.26370967741935486,0.38870967741935486,-1.4186954162442267,8,,,
NBM,1240,2.610806451612903,3.1970500515722406,-1.9030645161290325,2.299999999999997,5.099999999999994,0.2153225806451613,0.43870967741935485,0.6596774193548387,0.0,8,,,
Ridge residual,1240,1.7324037312518161,2.3143274146952186,-0.21421089210289404,1.3429958862468894,3.748956110748395,0.38225806451612904,0.6782258064516129,0.8274193548387097,0.3364488086883758,8,1240.0,0.8540322580645161,6.562570180696694
XGBoost residual,1240,1.6550275856789372,2.270285568557679,-0.07709099531184999,1.1885072588920593,3.6851644474267937,0.4306451612903226,0.7008064516129032,0.8516129032258064,0.3660856841163025,8,1240.0,0.8596774193548387,6.313716490329994
Station blend residual,1240,1.6460233958596775,2.239750218693753,-0.1449219956178078,1.2373200048660422,3.5571039632181383,0.4088709677419355,0.7129032258064516,0.8387096774193549,0.3695344996398343,8,1240.0,0.8919354838709678,7.080472620240838
Seasonal climatology,620,6.8945787351443135,9.31554725951584,-3.4375559362114974,4.801926691729328,16.35559210526316,0.1629032258064516,0.2661290322580645,0.35161290322580646,-1.7622867953405321,9,,,
NBM,620,2.4959677419354844,3.0186543680170455,-1.918225806451613,2.4000000000000057,4.799999999999997,0.25,0.43709677419354837,0.6338709677419355,0.0,9,,,
Ridge residual,620,1.7365233375122124,2.29513390449765,-0.020471644050941748,1.3676514280223842,3.7504586302615794,0.38870967741935486,0.6741935483870968,0.8290322580645161,0.3042685174426033,9,620.0,0.8693548387096774,6.876207768097661
XGBoost residual,620,1.7223812798681042,2.3018427781204105,0.1115048176128288,1.3500995218753786,3.41568108379841,0.38548387096774195,0.6806451612903226,0.8403225806451613,0.30993447914815875,9,620.0,0.882258064516129,7.2664803402918965
Station blend residual,620,1.700396777901844,2.2637563419624964,0.06084957089841954,1.3478555032849613,3.611187953237037,0.38064516129032255,0.6887096774193548,0.8387096774193549,0.31874248639796887,9,620.0,0.9080645161290323,7.828264182052989
Seasonal climatology,620,6.456586021505377,8.549928943110325,2.321471774193548,4.84375,15.221875000000008,0.1338709677419355,0.2435483870967742,0.3419354838709677,-1.784753623188406,10,,,
NBM,620,2.318548387096774,2.878583320920878,-1.8685483870967745,2.0,4.400000000000006,0.2564516129032258,0.5064516129032258,0.714516129032258,0.0,10,,,
Ridge residual,620,1.5514212780439265,2.104704841977715,0.061705232830439743,1.2038542693070369,3.200059340848522,0.43709677419354837,0.7258064516129032,0.8870967741935484,0.33086525746974993,10,620.0,0.8290322580645161,5.610963000818376
XGBoost residual,620,1.4397319626149485,2.0162614162450496,0.05463933071279102,1.0982601791620255,2.9619931054115334,0.4661290322580645,0.7629032258064516,0.9080645161290323,0.3790373448199874,10,620.0,0.853225806451613,5.54768303246748
Station blend residual,620,1.4495710367984165,2.0093348246871923,0.07284359944180838,1.1347055201119716,3.0053402747688285,0.45483870967741935,0.7629032258064516,0.8983870967741936,0.37479370934607426,10,620.0,0.8741935483870967,6.038885328563114
Seasonal climatology,600,7.472461988304094,9.54104983524095,0.8819649122807011,6.1885964912280755,15.689473684210526,0.10333333333333333,0.195,0.26666666666666666,-2.3916916506410892,11,,,
NBM,600,2.2031666666666667,2.7476505114976564,-1.4304999999999997,1.8999999999999986,4.410000000000007,0.2916666666666667,0.5366666666666666,0.72,0.0,11,,,
Ridge residual,600,1.8063210291772043,2.3500936799375993,0.28971257167362796,1.4946232790908311,3.7844915278561233,0.35333333333333333,0.6316666666666667,0.825,0.18012510968581397,11,600.0,0.79,5.8161313841477735
XGBoost residual,600,1.634247938395633,2.222098923649514,0.4119782797767156,1.185148730874058,3.580919345617297,0.44166666666666665,0.6983333333333334,0.8516666666666667,0.2582277305110978,11,600.0,0.775,5.008365133610864
Station blend residual,600,1.6726205484460945,2.2316779229438923,0.3697705883958983,1.2668028717615165,3.6370414125949853,0.4033333333333333,0.685,0.85,0.240810704994586,11,600.0,0.8116666666666666,5.951345889927063
Seasonal climatology,620,7.819942767950052,9.662710150708982,0.10993756503641942,6.450000000000003,15.63,0.05806451612903226,0.12419354838709677,0.21774193548387097,-1.9679018830368706,12,,,
NBM,620,2.6348387096774197,3.302877533303347,-1.1883870967741934,2.299999999999997,5.399999999999999,0.23870967741935484,0.45483870967741935,0.6483870967741936,0.0,12,,,
Ridge residual,620,2.1431073896231276,2.933704269299517,0.5343228837160737,1.6312675681302622,4.64341519382301,0.33064516129032256,0.5919354838709677,0.7741935483870968,0.18662672528994928,12,620.0,0.8387096774193549,8.363452232519412
XGBoost residual,620,2.008608918676769,2.80388915219433,0.42495322600720614,1.4613494396209745,4.516271984446795,0.3467741935483871,0.635483870967742,0.7983870967741935,0.23767291284304815,12,620.0,0.8451612903225807,7.765931870859238
Station blend residual,620,2.017752757533377,2.8093405265438225,0.47915800881365345,1.4635488035072122,4.54003498511571,0.36451612903225805,0.6241935483870967,0.7903225806451613,0.2342025528460494,12,620.0,0.8596774193548387,8.735960128299606
